time a b
908300 533 939
908300 424 504
908320 488 894
908320 504 510
908320 424 504
908340 488 894
908340 424 504
908340 424 577
908360 488 894
908360 533 939
908360 424 504
908380 488 894
908380 424 504
908400 488 894
908400 424 504
908400 120 267
908400 120 211
908420 488 894
908420 424 504
908440 488 894
908440 533 939
908440 424 504
908440 80 267
908460 488 894
908460 533 939
908460 80 267
908460 401 1362
908480 533 939
908480 504 510
908480 424 504
908480 488 894
908480 504 577
908480 401 1362
908500 533 939
908500 424 504
908500 478 836
908500 504 577
908500 441 778
908500 401 1362
908520 488 894
908520 504 510
908520 424 504
908540 488 894
908540 533 939
908540 424 504
908540 504 510
908560 488 894
908560 533 939
908560 424 504
908560 211 267
908580 488 894
908580 504 510
908580 424 504
908600 488 894
908600 424 504
908620 488 894
908620 424 504
908640 533 939
908640 120 267
908640 504 510
908640 424 504
908640 211 267
908640 488 894
908660 488 894
908660 533 939
908660 424 504
908680 488 894
908680 533 939
908680 424 504
908700 488 894
908700 533 939
908700 424 504
908720 488 894
908720 533 939
908720 198 267
908720 424 504
908740 488 894
908740 533 939
908740 198 267
908740 424 504
908760 488 894
908760 533 939
908760 424 504
908780 488 894
908780 198 267
908780 424 504
908780 198 894
908800 488 894
908800 533 939
908800 198 267
908800 424 504
908820 488 894
908820 533 939
908820 424 504
908820 504 510
908840 488 894
908860 488 894
908860 424 504
908860 74 159
908860 533 939
908880 488 894
908880 504 510
908880 424 504
908880 211 267
908880 533 939
908900 488 894
908900 504 510
908900 198 267
908900 424 504
908920 488 894
908920 198 267
908920 424 504
908940 504 510
908940 424 504
908960 504 510
908960 424 504
908980 424 504
908980 504 577
909000 99 178
909000 504 510
909000 424 577
909000 424 504
909000 488 894
909000 504 577
909000 510 577
909000 198 267
909020 488 894
909020 504 510
909020 424 504
909020 424 577
909040 488 894
909040 424 504
909040 504 577
909060 488 894
909060 504 510
909060 424 504
909060 504 577
909080 488 894
909080 504 510
909080 424 504
909080 504 577
909100 488 894
909100 424 504
909100 504 510
909100 504 577
909120 424 504
909120 504 577
909140 488 894
909140 424 504
909140 504 577
909160 488 894
909160 504 510
909160 424 504
909160 504 577
909180 504 510
909180 424 504
909180 504 577
909200 424 504
909220 424 504
909260 504 510
909260 424 504
909260 504 577
909260 156 1342
909280 183 642
909280 259 642
909280 504 510
909280 504 577
909280 778 998
909300 642 763
909300 504 510
909300 156 1342
909300 74 489
909320 488 894
909320 156 193
909320 778 998
909340 183 642
909340 156 193
909340 488 894
909340 193 250
909340 160 250
909340 250 574
909360 193 250
909360 259 615
909360 295 909
909380 183 615
909380 183 642
909380 193 574
909380 193 250
909380 259 615
909400 488 894
909400 183 642
909400 778 998
909420 183 642
909420 156 1342
909420 424 577
909420 466 939
909420 488 894
909420 193 250
909440 488 894
909440 183 642
909440 466 939
909460 466 939
909460 778 998
909480 183 642
909480 466 939
909500 489 763
909500 466 939
909500 193 250
909520 489 763
909520 183 642
909520 466 939
909520 193 250
909520 74 489
909520 378 1492
909540 475 1414
909540 183 642
909540 656 1492
909540 466 939
909540 205 250
909540 193 250
909540 250 259
909560 475 1414
909560 250 615
909560 193 250
909560 466 939
909560 656 1492
909580 475 1414
909580 183 642
909580 259 642
909580 120 211
909580 656 1492
909600 475 1414
909600 183 642
909600 424 504
909600 295 909
909600 656 1492
909600 183 615
909620 183 642
909620 656 1492
909620 424 577
909620 120 836
909620 488 894
909620 193 250
909620 259 615
909620 250 615
909620 267 836
909640 475 1414
909640 183 642
909640 424 577
909640 156 1342
909640 198 478
909640 488 894
909640 193 250
909640 259 615
909640 250 259
909660 156 205
909660 183 642
909660 160 642
909660 488 894
909660 198 478
909660 504 510
909660 110 131
909660 193 250
909660 259 615
909660 475 1414
909660 183 259
909660 250 259
909680 475 1414
909680 183 642
909680 160 642
909680 156 1342
909680 488 894
909680 656 1492
909680 259 615
909700 475 1414
909700 183 642
909700 160 642
909700 198 478
909700 488 894
909700 656 1492
909700 259 615
909700 160 259
909720 475 1414
909720 198 478
909720 160 183
909720 488 894
909720 193 250
909720 893 1485
909720 259 615
909720 250 615
909740 475 1414
909740 183 642
909740 160 642
909740 198 478
909740 156 193
909740 488 894
909740 193 250
909740 893 1485
909740 259 615
909740 250 615
909740 183 259
909760 475 1414
909760 183 642
909760 120 836
909760 160 642
909760 424 577
909760 156 1342
909760 198 478
909760 488 894
909760 193 250
909760 259 615
909780 120 836
909780 156 1342
909780 198 478
909780 478 836
909780 198 836
909780 488 894
909780 193 250
909780 259 615
909780 250 615
909780 160 259
909800 183 642
909800 259 642
909800 160 642
909800 120 198
909800 156 1342
909800 198 478
909800 156 193
909800 478 836
909800 198 836
909800 488 894
909800 193 250
909800 131 134
909800 378 475
909800 250 615
909800 267 836
909820 183 642
909820 160 642
909820 156 193
909820 778 998
909820 193 250
909820 259 615
909820 504 510
909820 378 1492
909820 250 259
909840 183 642
909840 160 642
909840 424 577
909840 156 1342
909840 156 193
909840 478 836
909840 160 183
909840 615 642
909840 193 250
909840 259 615
909840 504 510
909840 378 1492
909860 183 642
909860 160 642
909860 156 1342
909860 156 193
909860 778 998
909860 193 250
909860 131 134
909860 259 615
909860 250 615
909880 183 642
909880 160 642
909880 117 475
909880 156 1342
909880 198 478
909880 378 1492
909880 156 193
909880 193 250
909880 131 134
909880 259 615
909880 250 615
909880 160 259
909900 183 642
909900 160 642
909900 156 1342
909900 156 193
909900 193 250
909900 131 134
909900 259 615
909900 378 488
909920 183 642
909920 160 642
909920 156 1342
909920 156 193
909920 478 836
909920 259 615
909940 183 642
909940 160 642
909940 156 1342
909940 156 193
909940 156 574
909940 131 134
909940 259 615
909960 183 642
909960 160 642
909960 429 1245
909960 259 615
909960 246 477
909960 778 998
909980 183 642
909980 160 642
909980 156 1342
909980 156 193
909980 778 998
909980 193 250
909980 246 477
909980 131 134
909980 259 615
910000 54 134
910000 160 642
910000 424 577
910000 156 1342
910000 183 642
910000 156 193
910000 778 998
910000 510 513
910000 131 134
910000 259 615
910000 250 615
910000 160 259
910020 54 134
910020 424 510
910020 160 642
910020 156 1342
910020 183 642
910020 504 513
910020 156 193
910020 778 998
910020 510 513
910020 160 183
910020 424 513
910020 193 250
910020 246 477
910020 131 134
910020 259 615
910020 54 131
910020 250 615
910020 504 577
910020 504 510
910040 378 656
910040 183 642
910040 160 642
910040 156 1342
910040 477 634
910040 387 1245
910040 429 1245
910040 156 193
910040 424 510
910040 510 513
910040 424 513
910040 193 250
910040 504 577
910040 131 134
910040 778 998
910040 387 429
910060 183 642
910060 366 424
910060 156 1342
910060 424 513
910060 156 193
910060 259 615
910060 131 134
910060 778 998
910080 184 477
910080 183 642
910080 424 510
910080 387 429
910080 156 1342
910080 424 513
910080 184 634
910080 156 193
910080 778 998
910080 246 634
910080 184 246
910080 246 477
910080 259 615
910080 267 366
910080 378 1492
910100 183 642
910100 424 510
910100 477 634
910100 156 1342
910100 387 1245
910100 184 634
910100 156 193
910100 778 998
910100 510 513
910100 184 854
910100 193 250
910100 246 477
910100 424 513
910100 259 615
910100 267 366
910100 378 1492
910100 267 836
910120 183 642
910120 156 1342
910120 429 1245
910120 156 193
910120 778 998
910120 615 642
910120 267 478
910120 246 477
910120 259 615
910120 250 615
910120 378 1492
910120 267 836
910140 183 642
910140 156 1342
910140 477 634
910140 424 513
910140 156 193
910140 267 626
910140 259 615
910140 378 1492
910160 183 642
910160 160 642
910160 156 1342
910160 424 513
910160 160 259
910160 156 193
910160 488 894
910160 131 134
910160 259 615
910160 378 1492
910160 253 366
910180 183 642
910180 366 577
910180 156 1342
910180 424 513
910180 156 193
910180 488 894
910180 131 134
910180 259 615
910180 378 1492
910180 267 504
910200 183 642
910200 259 642
910200 366 478
910200 156 1342
910200 54 134
910200 156 193
910200 193 1342
910200 193 250
910200 120 211
910200 80 211
910200 259 615
910200 250 615
910200 378 1492
910220 183 642
910220 120 836
910220 156 1342
910220 424 513
910220 156 193
910220 193 615
910220 120 211
910220 259 615
910220 267 366
910220 378 1492
910240 183 642
910240 156 1342
910240 387 1245
910240 156 193
910240 626 836
910240 259 615
910240 267 366
910240 378 1492
910260 184 477
910260 183 642
910260 156 1342
910260 387 1245
910260 184 634
910260 156 193
910260 626 836
910260 259 615
910260 378 1492
910280 184 477
910280 259 642
910280 477 634
910280 156 1342
910280 387 1245
910280 156 193
910280 424 513
910280 120 211
910280 198 366
910280 259 615
910280 250 615
910280 267 366
910280 378 1492
910280 267 836
910300 184 477
910300 183 642
910300 477 634
910300 156 1342
910300 387 1245
910300 184 634
910300 156 193
910300 160 183
910300 424 513
910300 193 250
910300 198 366
910300 259 615
910300 250 615
910300 267 366
910320 184 477
910320 183 642
910320 424 513
910320 184 634
910320 156 193
910320 160 183
910320 615 642
910320 193 250
910320 198 366
910320 259 615
910320 160 259
910340 183 642
910340 156 1342
910340 424 513
910340 160 259
910340 156 193
910340 429 1245
910340 160 183
910340 615 642
910340 120 211
910340 198 366
910340 259 615
910340 378 1492
910360 54 134
910360 156 1342
910360 120 366
910360 424 513
910360 378 1492
910360 156 193
910360 429 1245
910360 193 1342
910360 295 909
910360 120 211
910360 198 366
910360 259 615
910360 160 259
910380 183 642
910380 120 366
910380 160 259
910380 156 193
910380 295 909
910380 193 250
910380 198 366
910380 259 615
910380 378 1492
910400 183 642
910400 259 642
910400 160 642
910400 198 366
910400 477 634
910400 424 513
910400 156 193
910400 193 250
910400 248 322
910400 259 615
910400 378 1492
910420 183 642
910420 205 259
910420 156 1342
910420 424 513
910420 160 259
910420 156 193
910420 246 634
910420 193 574
910420 295 909
910420 198 366
910420 259 615
910420 378 1492
910440 183 642
910440 205 259
910440 424 513
910440 156 193
910440 478 836
910440 295 909
910440 120 211
910440 198 366
910440 259 615
910440 183 193
910440 250 615
910440 378 1492
910460 183 642
910460 156 1342
910460 156 193
910460 193 1342
910460 615 642
910460 120 211
910460 198 366
910460 259 615
910460 378 1492
910480 184 477
910480 183 642
910480 160 642
910480 156 1342
910480 424 510
910480 198 366
910480 259 615
910500 183 642
910500 160 642
910500 20 1209
910500 156 1342
910500 156 193
910500 193 1342
910500 193 250
910500 198 366
910500 259 615
910500 183 193
910500 250 615
910520 183 642
910520 20 1209
910520 156 1342
910520 156 193
910520 193 1342
910520 198 366
910540 183 642
910540 20 1209
910540 156 1342
910540 156 193
910540 198 366
910540 259 615
910540 250 615
910560 20 1209
910560 156 1342
910560 198 478
910560 160 259
910560 156 193
910560 120 211
910560 198 366
910560 259 615
910560 250 615
910560 378 1492
910580 183 642
910580 20 1209
910580 156 1342
910580 198 478
910580 156 193
910580 198 366
910580 706 923
910580 248 322
910580 259 615
910580 250 615
910600 183 642
910600 706 923
910600 424 577
910600 198 478
910600 429 1245
910600 886 1209
910600 198 366
910600 160 183
910600 246 374
910600 248 322
910600 259 615
910600 250 615
910600 378 1492
910620 183 642
910620 706 923
910620 156 1342
910620 198 478
910620 156 193
910620 198 366
910620 424 577
910620 488 894
910620 248 322
910620 259 615
910620 183 193
910620 250 615
910620 160 259
910620 886 1209
910640 183 642
910640 205 259
910640 477 634
910640 156 1342
910640 886 1209
910640 778 998
910640 198 366
910640 706 923
910640 193 250
910640 183 250
910640 248 322
910640 259 615
910640 183 193
910640 160 259
910660 183 642
910660 198 366
910660 156 1342
910660 198 478
910660 429 1245
910660 886 1209
910660 778 998
910660 246 634
910660 248 322
910660 259 615
910660 160 259
910680 183 642
910680 205 259
910680 424 577
910680 156 1342
910680 160 259
910680 886 1209
910680 429 1245
910680 198 366
910680 184 246
910680 193 250
910680 246 477
910680 248 322
910680 259 615
910680 183 615
910680 378 1492
910700 183 642
910700 71 215
910700 156 1342
910700 198 478
910700 429 1245
910700 886 1209
910700 198 366
910700 478 836
910700 424 577
910700 165 498
910700 193 250
910700 248 322
910700 259 615
910700 183 193
910700 160 259
910720 183 642
910720 74 79
910720 706 923
910720 156 1342
910720 198 478
910720 886 1209
910720 366 836
910720 54 79
910720 198 836
910720 165 498
910720 193 250
910720 248 322
910720 259 615
910720 160 259
910740 183 642
910740 156 1342
910740 424 577
910740 198 478
910740 886 1209
910740 259 615
910760 183 642
910760 156 1342
910760 198 478
910760 886 1209
910760 198 836
910760 259 615
910760 183 615
910760 378 1492
910760 250 259
910780 183 642
910780 160 642
910780 366 478
910780 156 1342
910780 198 478
910780 886 1209
910780 200 488
910780 160 183
910780 424 513
910780 183 250
910780 80 211
910780 259 615
910780 378 1492
910800 183 642
910800 156 1342
910800 184 836
910800 198 478
910800 886 1209
910800 246 477
910800 259 615
910800 378 1492
910820 183 642
910820 160 642
910820 141 200
910820 156 1342
910820 424 513
910820 886 1209
910820 246 634
910820 184 246
910820 198 478
910820 246 477
910820 259 615
910820 510 577
910840 183 642
910840 198 366
910840 156 1342
910840 198 478
910840 886 1209
910840 246 477
910840 248 322
910840 259 615
910860 183 642
910860 156 1342
910860 198 478
910860 156 193
910860 778 998
910860 193 1342
910860 478 836
910860 183 250
910860 246 477
910860 259 615
910860 183 193
910860 250 615
910860 378 1492
910860 250 259
910880 183 642
910880 259 642
910880 156 1342
910880 156 193
910880 156 574
910880 478 836
910880 374 477
910880 193 574
910880 246 477
910880 259 615
910880 250 615
910880 378 1492
910880 183 259
910880 574 1342
910900 183 642
910900 198 366
910900 387 1245
910900 198 478
910900 246 477
910900 248 322
910900 378 1492
910920 366 478
910920 198 478
910920 429 1245
910920 198 366
910920 246 634
910920 246 477
910920 248 322
910920 259 615
910920 378 1492
910940 387 1245
910940 74 489
910940 248 322
910940 366 478
910960 248 322
910960 387 1245
910960 198 478
910960 246 477
910960 74 489
910960 198 366
910960 378 1492
910960 366 478
910980 248 322
910980 387 1245
910980 246 477
910980 198 366
910980 378 1492
910980 366 478
911000 366 478
911000 387 1245
911000 246 477
911000 248 322
911000 198 366
911000 378 1492
911020 198 366
911020 246 1485
911020 387 1245
911020 246 477
911020 248 322
911020 378 1492
911040 366 478
911040 387 1245
911040 429 1245
911040 246 634
911040 198 478
911040 147 1392
911040 246 477
911040 248 322
911040 198 366
911040 510 577
911040 378 1492
911060 366 478
911060 387 1245
911060 429 1245
911060 246 477
911060 198 366
911060 510 577
911060 38 219
911080 366 478
911080 71 725
911080 387 1245
911080 429 1245
911080 638 867
911080 147 1392
911080 246 477
911080 248 322
911080 198 366
911080 38 219
911080 378 1492
911100 198 366
911100 71 725
911100 387 1245
911100 429 1245
911100 246 634
911100 424 477
911100 638 867
911100 147 1392
911100 246 477
911100 248 322
911100 510 577
911100 366 478
911120 198 366
911120 39 219
911120 387 1245
911120 429 1245
911120 248 322
911120 38 219
911120 366 478
911140 248 322
911140 71 725
911140 387 1245
911140 429 1245
911140 478 836
911140 638 867
911140 71 215
911160 71 725
911160 39 219
911160 387 1245
911160 478 836
911160 638 867
911160 248 322
911180 71 725
911180 387 1245
911180 429 1245
911180 246 634
911180 638 867
911180 248 322
911200 387 1245
911200 429 1245
911200 638 867
911200 147 1392
911200 248 322
911200 267 366
911220 38 39
911220 267 366
911220 71 725
911220 248 322
911220 429 1245
911240 248 322
911240 638 867
911240 147 1392
911240 215 401
911240 198 366
911240 267 366
911260 387 1245
911260 638 867
911260 267 366
911260 333 626
911260 198 366
911280 387 1245
911280 147 1392
911280 198 366
911300 198 366
911300 387 1245
911300 147 215
911300 424 477
911300 147 1392
911300 71 215
911300 510 577
911320 248 322
911320 387 1245
911320 147 215
911320 527 626
911320 147 1392
911320 71 215
911320 198 366
911320 215 429
911320 510 577
911340 198 366
911340 387 1245
911340 246 634
911340 147 215
911340 275 401
911340 147 1392
911340 248 322
911340 215 429
911340 510 577
911360 198 366
911360 39 219
911360 387 1245
911360 14 441
911360 147 215
911360 147 1392
911360 71 215
911360 215 429
911380 38 219
911380 198 366
911380 71 215
911380 39 219
911380 147 215
911400 71 215
911400 39 219
911400 387 1245
911400 198 366
911400 147 1392
911400 248 322
911400 778 998
911400 215 429
911400 71 429
911420 248 322
911420 401 424
911420 147 1392
911420 71 215
911420 198 366
911420 215 429
911420 147 429
911420 71 429
911440 387 429
911440 366 478
911440 387 1245
911440 429 1245
911440 401 424
911440 478 836
911440 198 478
911440 147 1392
911440 71 215
911440 424 634
911460 248 322
911460 429 1245
911460 198 366
911460 478 836
911460 147 1392
911460 71 215
911460 778 998
911460 424 634
911480 147 1392
911480 71 147
911480 248 322
911480 71 215
911480 198 366
911500 71 215
911500 387 1245
911500 198 366
911500 147 1392
911500 71 147
911500 248 322
911500 778 998
911500 424 634
911520 248 322
911520 246 1485
911520 401 634
911520 147 1392
911520 198 366
911520 778 998
911520 71 215
911540 198 366
911540 401 634
911540 147 1392
911540 165 498
911540 295 909
911540 71 147
911540 71 215
911540 778 998
911560 366 478
911560 39 219
911560 248 322
911560 147 1392
911560 246 477
911560 71 215
911560 198 366
911580 246 1485
911580 147 1392
911580 248 322
911580 71 215
911580 246 374
911600 38 39
911600 246 1485
911600 248 322
911600 478 836
911600 147 1392
911600 246 374
911600 71 215
911600 778 998
911620 71 215
911620 246 1485
911620 478 836
911620 147 1392
911620 248 322
911620 778 998
911640 54 134
911640 71 215
911640 246 1485
911640 147 1392
911640 246 477
911640 248 322
911640 246 374
911660 54 131
911660 248 322
911660 246 1485
911660 478 836
911660 147 1392
911660 71 215
911660 366 478
911680 366 478
911680 246 1485
911680 198 478
911680 478 836
911680 147 1392
911680 71 215
911700 246 1485
911700 147 1392
911700 71 215
911700 248 322
911720 147 1392
911720 246 1485
911720 71 215
911720 246 374
911740 71 215
911740 246 1485
911740 198 478
911740 295 909
911740 147 1392
911740 246 374
911740 248 322
911760 71 387
911760 246 1485
911760 387 1245
911760 147 1392
911760 71 215
911760 778 998
911780 248 322
911780 246 1485
911780 71 1245
911780 147 1392
911780 71 215
911780 778 998
911800 248 322
911800 246 1485
911800 401 634
911800 198 366
911800 55 985
911800 15 162
911800 147 1392
911800 246 374
911800 71 215
911800 778 998
911800 424 634
911820 248 322
911820 246 1485
911820 71 1245
911820 401 634
911820 198 366
911820 55 985
911820 147 1392
911820 246 477
911820 71 215
911820 778 998
911840 71 215
911840 71 1245
911840 55 985
911840 478 836
911840 147 1392
911840 248 322
911860 248 322
911860 71 1245
911860 401 634
911860 147 1392
911860 71 215
911860 778 998
911880 248 322
911880 424 577
911880 71 1245
911880 198 478
911880 246 634
911880 478 836
911880 147 1392
911880 246 477
911880 71 215
911900 248 322
911900 71 1245
911900 198 478
911900 147 1392
911900 246 374
911900 71 215
911920 248 322
911920 71 1245
911920 198 478
911920 366 836
911920 246 634
911920 147 1392
911920 71 147
911920 71 215
911920 366 478
911940 248 322
911940 246 1485
911940 71 1245
911940 198 478
911940 478 836
911940 147 1392
911940 71 215
911960 248 322
911960 246 1485
911960 71 1245
911960 198 478
911960 55 985
911960 478 836
911960 147 1392
911960 246 374
911960 71 215
911960 424 634
911980 248 322
911980 246 1485
911980 71 1245
911980 198 478
911980 478 836
911980 147 1392
911980 246 374
911980 71 215
912000 248 322
912000 246 1485
912000 71 1245
912000 478 836
912000 147 1392
912000 246 477
912000 71 215
912000 246 374
912020 248 322
912020 246 1485
912020 71 1245
912020 478 836
912020 147 1392
912020 246 477
912020 71 215
912040 248 322
912040 246 1485
912040 71 1245
912040 466 939
912040 215 387
912040 55 985
912040 478 836
912040 147 1392
912040 246 477
912040 71 215
912040 246 374
912060 71 215
912060 246 1485
912060 387 725
912060 55 985
912060 478 836
912060 147 1392
912060 246 374
912060 248 322
912060 778 998
912080 248 322
912080 387 725
912080 198 366
912080 55 985
912080 246 477
912080 71 215
912080 778 998
912100 71 215
912100 424 577
912100 387 725
912100 198 478
912100 466 939
912100 147 1392
912100 248 322
912100 198 366
912120 248 322
912120 71 1245
912120 198 478
912120 147 1392
912120 71 215
912120 198 366
912120 322 504
912120 366 478
912140 71 215
912140 466 939
912140 147 1392
912140 248 322
912140 656 1209
912140 366 478
912160 71 215
912160 248 322
912160 478 836
912160 147 1392
912160 246 477
912160 836 882
912160 15 178
912160 267 836
912180 248 322
912180 387 725
912180 198 478
912180 478 836
912180 198 836
912180 478 882
912180 71 215
912200 246 882
912200 71 1245
912200 478 882
912200 466 939
912200 387 725
912200 147 1392
912200 246 374
912200 71 215
912220 246 882
912220 387 725
912220 478 836
912220 71 215
912220 778 998
912220 15 178
912240 246 882
912240 387 725
912240 466 939
912240 147 1392
912240 71 215
912240 778 998
912240 15 178
912260 71 1245
912260 466 939
912260 147 1392
912260 246 477
912260 71 215
912260 778 998
912260 656 1209
912280 71 1245
912280 131 880
912280 147 1392
912280 71 215
912280 778 998
912280 15 178
912300 198 478
912300 131 880
912300 147 1392
912300 71 215
912300 778 998
912320 778 998
912320 198 478
912320 147 1392
912320 71 215
912320 71 1245
912340 198 478
912340 477 674
912340 71 215
912340 778 998
912360 71 215
912360 477 634
912360 198 478
912360 466 939
912360 246 634
912360 184 246
912360 131 880
912360 147 1392
912360 248 322
912360 778 998
912380 184 477
912380 198 478
912380 401 634
912380 184 246
912380 147 1392
912380 246 477
912380 71 215
912380 778 998
912380 477 674
912400 198 478
912400 147 1392
912400 71 215
912420 147 1245
912420 71 1245
912420 198 836
912420 147 1392
912420 71 147
912420 71 215
912440 387 1362
912440 478 836
912440 198 836
912440 198 478
912440 147 1392
912440 71 215
912440 778 998
912460 71 1245
912460 387 1362
912460 366 882
912460 55 985
912460 478 836
912460 198 836
912460 198 478
912460 147 1392
912460 71 215
912460 778 998
912460 638 882
912480 248 322
912480 387 1362
912480 55 985
912480 478 836
912480 198 836
912480 634 674
912480 198 478
912480 147 1392
912480 71 215
912480 656 1209
912480 477 674
912480 15 178
912500 55 985
912500 198 836
912500 634 674
912500 147 1392
912500 71 215
912500 510 577
912500 15 178
912520 387 1362
912520 198 836
912520 198 478
912520 634 674
912520 71 215
912520 510 577
912540 248 322
912540 401 634
912540 466 939
912540 478 836
912540 198 836
912540 147 1392
912540 71 215
912540 656 1209
912560 248 322
912560 401 634
912560 466 939
912560 198 836
912560 147 1392
912560 71 215
912580 401 634
912580 147 1392
912580 71 215
912580 248 322
912600 401 634
912600 147 1392
912600 71 215
912600 248 322
912620 656 1209
912620 147 1392
912620 71 215
912620 401 634
912640 89 378
912640 147 1392
912640 71 215
912640 401 634
912640 1362 1392
912640 15 178
912660 1362 1392
912660 147 1392
912660 15 178
912660 71 215
912680 71 215
912680 71 1245
912680 401 634
912680 378 1362
912680 634 674
912680 248 322
912680 15 178
912700 147 1392
912700 15 178
912700 71 215
912700 248 322
912720 71 215
912720 248 322
912720 71 1245
912740 387 1392
912740 248 322
912740 71 1245
912740 466 939
912740 147 1392
912740 71 215
912740 15 178
912760 89 378
912760 466 939
912760 147 1392
912760 71 215
912780 89 378
912780 15 178
912780 401 634
912800 634 674
912800 15 178
912800 147 1392
912800 71 147
912800 71 215
912820 466 939
912820 147 1392
912820 39 215
912820 71 215
912840 475 1414
912840 197 378
912840 634 674
912860 475 1414
912860 197 378
912860 466 939
912860 71 1245
912880 197 378
912880 15 178
912880 38 219
912880 71 147
912880 71 1245
912900 15 178
912920 466 939
912920 634 674
912920 71 147
912920 71 1245
912940 475 1414
912940 466 939
912940 71 147
912940 71 1245
912960 71 147
912960 248 322
912960 71 1245
912980 71 147
913000 466 939
913000 248 322
913020 466 939
913020 71 147
913020 147 1245
913020 248 322
913040 15 178
913040 147 1245
913040 378 447
913040 248 322
913040 99 447
913060 429 1245
913060 322 939
913060 248 322
913080 466 939
913080 20 1209
913080 267 882
913100 248 322
913140 466 939
913140 198 267
913140 147 215
913140 248 322
913160 466 939
913160 248 322
913180 466 939
913180 248 322
913200 429 1245
913200 466 939
913200 20 1209
913200 248 322
913220 475 1414
913220 20 1209
913220 706 923
913220 429 1245
913220 466 939
913220 55 985
913220 147 215
913220 248 322
913240 429 1245
913240 20 1209
913240 248 322
913260 475 1414
913260 429 1245
913260 20 1209
913260 248 322
913260 706 1414
913280 466 939
913280 20 1209
913280 248 322
913300 39 866
913300 20 1209
913300 429 1245
913300 466 939
913300 248 322
913300 809 866
913320 429 1245
913320 38 219
913320 20 1209
913320 248 322
913340 429 1245
913340 466 939
913340 20 1209
913340 248 322
913360 429 1245
913360 466 939
913360 15 178
913360 478 866
913360 248 322
913380 466 939
913380 20 1209
913380 248 322
913400 466 939
913400 55 985
913400 248 322
913400 809 923
913400 20 1209
913420 429 1245
913420 466 939
913420 20 1209
913420 248 322
913420 461 1414
913440 429 1245
913440 466 939
913440 20 1209
913440 248 322
913460 466 939
913460 20 1209
913460 248 322
913480 466 939
913480 55 985
913480 20 1209
913480 248 322
913500 466 939
913500 20 1209
913500 248 322
913520 466 939
913520 20 1209
913520 248 322
913540 20 1209
913560 429 1245
913560 20 1209
913560 197 531
913580 15 178
913580 20 1209
913600 15 178
913600 20 1209
913620 429 1245
913620 15 178
913620 20 1209
913620 147 725
913640 147 725
913640 466 939
913640 193 836
913640 20 1209
913640 429 1245
913660 20 1209
913680 466 939
913680 20 1209
913700 466 939
913700 14 441
913700 20 1209
913700 531 874
913720 466 939
913720 20 1209
913740 20 1209
913740 531 874
913760 429 1245
913760 79 134
913760 20 1209
913760 531 874
913780 79 134
913780 20 1209
913800 466 939
913800 79 134
913800 531 874
913820 429 1245
913820 79 134
913820 478 809
913820 886 1209
913840 466 939
913860 496 1414
913880 79 134
913880 496 1414
913900 496 1414
913920 38 39
913940 466 939
913960 466 939
913960 20 656
913960 531 845
913980 429 1245
913980 466 939
914000 429 1245
914000 295 909
914000 401 634
914020 429 1245
914020 295 909
914020 531 845
914040 429 1245
914040 466 939
914040 267 407
914040 531 845
914060 429 1245
914060 466 939
914060 295 909
914080 429 1245
914080 295 909
914080 366 407
914100 429 1245
914100 401 634
914120 429 1245
914120 466 939
914140 429 1245
914140 407 923
914160 809 894
914160 79 134
914180 366 809
914180 407 923
914200 429 1245
914200 14 441
914200 407 923
914200 637 939
914220 401 634
914220 407 923
914260 401 634
914280 401 634
914300 401 634
914320 15 909
914320 366 939
914320 378 886
914340 475 1414
914340 429 1245
914340 275 527
914340 401 634
914340 378 886
914360 429 1245
914360 15 909
914360 275 527
914360 378 886
914380 429 1245
914380 275 527
914380 378 886
914400 275 527
914420 429 1245
914420 771 1485
914440 429 1245
914440 275 527
914440 771 1485
914460 275 527
914480 275 527
914500 401 634
914500 15 909
914500 275 527
914520 401 634
914520 275 527
914540 401 634
914540 79 162
914540 275 527
914560 401 634
914560 79 162
914560 275 527
914580 429 1245
914580 275 527
914580 401 634
914580 496 1414
914600 275 527
914600 496 1414
914620 275 527
914620 496 1414
914640 79 162
914640 275 527
914640 496 1414
914660 429 1245
914660 275 527
914700 295 909
914720 429 1245
914720 79 162
914720 15 909
914720 295 909
914740 15 909
914740 378 886
914760 378 886
914780 275 527
914780 378 886
914800 275 527
914800 378 886
914820 574 836
914820 401 634
914820 275 527
914840 275 527
914840 778 1260
914840 378 886
914860 275 527
914860 778 1260
914860 378 886
914880 99 141
914880 275 527
914900 275 527
914900 778 1260
914920 275 527
914940 99 141
914940 275 527
914940 39 219
914960 79 162
914960 99 141
914960 275 527
914960 39 219
914980 79 162
914980 99 141
915000 407 923
915000 99 141
915000 248 527
915020 407 923
915020 99 141
915020 275 527
915020 74 333
915040 275 882
915040 407 923
915040 275 527
915040 378 886
915060 275 527
915080 275 921
915100 461 1414
915100 275 921
915120 461 1414
915120 79 134
915120 407 923
915140 184 275
915140 79 134
915140 14 275
915160 184 275
915160 184 921
915160 79 134
915160 39 219
915180 401 634
915180 79 134
915180 39 219
915200 333 763
915200 39 219
915220 275 527
915220 39 219
915240 886 1492
915240 39 219
915240 407 923
915240 998 1260
915240 74 333
915260 407 923
915260 39 219
915260 504 527
915260 275 527
915260 74 333
915280 39 219
915280 407 923
915280 275 527
915280 504 527
915300 407 923
915300 275 527
915300 39 219
915300 80 339
